id,label,tweet
750,1,future ke mazdoor 500 rupye dihadi lenge
751,0,kattar hindu hona achha hai lekin hindu ke sanskar mat bhulna aisa hungama shobha nahi deta vidyamandi me plz bat ko samjho jai shree ram 
752,1,yhi hain andhbhakt
753,1,bhagva rang ko apmanit krne walon pe karayawahi honi chahiye
754,1,kya hai yeband karo yarr ye sab ek din bharat mein bhi aatank felaya jaayega
755,0,future of india 
756,0,bhagwa pehanke insan bano shaitaan nahi
757,1,other country we invented our own sun in my country hindu khatre me hai ek sath mil kr musalmano ko bhaga do
758,0,yeh log kisi bhi angle se student nahi dekhte
759,1,haan burqua dekh ke to bada sukoon milta hai  
760,1,ye sab kis ka kera dharaya hai kahi hijab to kahi bhagwa skap  public ko samaj aaye like kare
761,0,very well done jai shree ram 
762,0,i didnt see any student  where are they 
763,0,ye room bandh kyu tha kya kar rahe the teacher and other students waha pe andar me
764,1,ye h shikshakese dharam k naam pr tut rha h deshye sb dharmo ka desh hai
765,1,kya aapke ram bhi ese sita maiya ko chedhte the 
766,1,they are like zombie gang desh ko noch khane ko taiyar
767,1,ye school mein aesi cheez kr rhe hai ab zindagi inki legi 
768,0,bjb ka development
769,1,bhagwan ki kasam yum jhund main larte ho tumhain akele larne ka himmat hai to bolo taiyyar hoon andhabhakto
770,1,tum log ke andar na hee aurat ka ijjat hai na kuch tum log kuch bhee kar sakte ho aurat ke saath kattar kya tumhara koi sayad dharam hee nheen hai
771,0,parh chuke beta tum log
772,1,india going backwards
773,1,gundagardi karne se desh tarakki nahi karenga or na hi aap takatwar samjhe jayengeisse bas tumjari category maloom hongi
774,1,kitana jahar ghol diya baccho me padhane ki vajagh gundai kar rahe he ke teacher tak dar rahi he
775,1,ab siddaramiah cm heinko bolo ye karne ke liyegnd fad dengeaur 10 year ban laga dega
776,0,ham ambedkar ko lekar aayenge school me
777,1,in bacho ko na bhagva se pyar na na kisi chij se agr hota to class me aise na ate teacher ki izzat krte
778,0,students                                                                                                                                                     
779,1, muslim ladki hai ladka nahi tab dekho
780,1,agar miya ko aukat me rakhna hai to is tarah ke programs hote rahna chahiye
781,1,with these people i highly doubt our country would be economic super
782,1,secularisma h bhai jab burqa ban nahi to bhagwa se kyu saham gaibomb to nahi fodte 
783,0,km se km teacher ka to samman kr lete 
784,0,murkh hain  
785,1,ye sare le sare gadhe hain
786,0,jai mahakaal
787,0,only hindurashtra 
788,1,muze to musalmananana se jihad ki bu ati he
789,1,sorry dikkat musalman me nahi unke dwara padhe jane wali kitab me hai
790,1,ahle islam ko bhagwas boo nhi aati hindustan ke musalmano ko bhagwan se boo aati hai saudi me to pyar se bola jata hai siya ram ka nam
791,1,kuch log hai jo is gol dharti ko chapti dharti kahte hai usi ka jhagda hai
792,1,abb to log dharam badlakr video banate h
793,1,ye kattar mulla hai hinduo or modi ji par vyangya kar raha hai
794,1,nahi snatan nahi bachana
795,1,ram valo ko muslman se bu ati hai  muslman valo ko bhagavan se bu aati hai  allah valo ko insan se bu ati hai  sukar ho janvar bol ni pate varna ye log unhe bhi kafir kehte  vese ye kahi janvar ko marte hai or kehte allah ji ke khilaf gye the vo sampal chipkali or bhi aisa inhi se puchlo 
796,0,80 wo hai jo abhi apne baap dada ka kamaya hua kharch kar rahe jab ye paisa khatam ho jaega to ye 80 hi congress ko vote denge
797,0,80 60 140 lagta inki maths bhi kamjor hai  mene suna hai percent 100 se niklti 
798,0,jay shree ram   bjp  
799,1,maal foonk kar aaya hai
800,1,tera bappa ram hai beta
801,1,manipur main itna bada haatsha hua modi kya kiya modi
802,1,quran me 33 baar kaafir kahe bol raha hai
803,0,tu musalman hai to kya mai musalman hu bolna bohot jarurat hai kya
804,1,ye shayri krna chhodo aur jaake apne peaceful community ko jaake ye insanity wala path padhana aur raha sawal modi ji ka to 2728 tak vo hilenge bhi nhi chahe congress kitni bhi apni ghiss le
805,1,ek se kya fark padta hai janab karodon ko badlo tu mane janab hamare purvajon ne dosa hai meri jaan se kaise na karen
806,1,humhai kuran se bu ata hai musalman o se nehi 
807,1,modi ko tum tomhare gand me rakhho
808,1,are bhai tum cutiya ho to sab ko cutiya mat banaw
809,1, agr modi sab ko ya bata de ki gutter mai pipe dalna sa kaisa wo chai banata ta tha i will salute him abi nasa ki gaand phati huwi hai 5 salo sa is pa research kar raha hai and  15lakh2cr jobs good infrastructure  gdp kisaan  tomato ata rice aiims colleges maliya nerav ambani adani biryani in pakistan   various press conferences his education  teleprompter  daland trump beti bachawo beti patawo  cow ka gobar diamond  sa b mahanga cow transport  railways private  airlines private  corruption  gov mutre
810,1,last m hag diya
811,1,80 gadde me jana chate to hm bhi gadde me jayenge  ek dm se jasbad palat dye 
812,1,kahane ka matlab yah hai ki jo raha saha gand bacha hua hai vah bhi 2024 ke bad marwo ke chhodenge 
813,0,ye ratio kaisa hai bhai mathematical aptitude sahi karo gadhdhe me jane se pahle
814,1,rape ki paidaish ne apni aukaat dikha hi dijihadi suwar c the difference u funking chutiya hindus  ram walo ko islam  not mahamad or all ah se boo aati hai muslamano ko bhagwan  not hindu but calling hindu gods dirty se boo aatif hai bose d k hindu chutiyon
815,1,mulle bhagao
816,0,kch chize aam janta ne bigad rkhi hai govt kbi apn logo ka bura ni chaahyegi  chaye usme muslim ho chaye hindu
817,0,kiya bat me bhai 
818,1,abe bhosdi ke pehle apni geeta sudhaar dusre bolte fir raha hai lund modi 2024 ko pm bana ga
819,1,is bande ne apne abba ko chhod pakistan ko apne abba bol rahe hain
820,1,hindu ek gulab phool ki tarah hai aur musalman use gulab mein kante ki tarah hai
821,1,ramwlao ko muhamad se boo aati ye bol bc
822,1,educated minority  educated majority  modi ji madarsachap minority whatsapp university majority chatu papu
823,1,remove  anpad  modi to save  india
824,0,pahle esko school bhejo
825,1,hindu bhai bilkul pagal ho chuke hain kisi bhi video ko utha ke uske upar power of sanatan sanatan hindu kattar hindi likhane se kya hua hindu hoyega abe kale hindu gulamo ka naam hai
826,1,are bhai vah sahi kah raha hai dekho jab se maut hui hai tab se mahangai berojgari yah sab to chal raha hai bhayankar wala agar 2000 24 25 26 mein agar modi ji rehte hain desh ka vikas to pata nahin lekin desh ka naam jarur hoga jab ek prem ki roti nahin kar paoge na sab maloom padega hinduon ko
827,1,are chutiye hindu ko muslam se buh nahi aatatu khud kaise ho kya sochte ho kya kiae ho kashmir me hinduo k sath yaad kr fir pata chalega
828,1,300 yojna muslim ko de raha hai modi hatao hindu bachao or hindu ko khali jugla mila hai
829,1,saale gyan de raha hai start kisne kiya hai ye saari dunia jaanti hai
830,1,aam insaan ko mohamed se boo aati haibhadwa mohamed 
831,1,bhan k lode india me log puche he rhenge har bat me ram ram lgate h bc isne boli h us bat ko smjho vehlle log bc muslim se nhi dikt jai ram bhn k land tbhi bhart piche h pdhe likhe gvar
832,1,epic line me unke sath hu jo gadde me ja re h mean andbhkt  
833,1,chutmari ke varwe katmulle suardikha di na apni aukaat musalman ko musalman se boo aati hai
834,1,80 wale gaddhe me na ja rahe wo modi ji ke sath tarrakki kar rahe hai
835,0,isme aabaj match nhi ho rhi fake video
836,0,jai shree ram hme buuh nahi aati hme to sirf hindustan ki mitti ki khusbu aati
837,1,what about kafirs
838,1,shudra jaati zindabad  ahman jati murdabad
839,0,bhaitu phle fir se school jana start kr de
840,0,i love  o
841,0,80  60  koi sense h is baat ki
842,1,tu 1947 mai paida hota to  sab pakistan mai gye the to tu v pakistan mein jata chutiye
843,0,ram ram ram ram bjp 
844,1,thik he bolne do inko dua karne do ke ye musalman he jo orang jeb he ke kya he pata nai inko musalman bana ke mara liye
845,1,only bakchodi karte sab ulta haisale
846,1,sabse jyada bevkuf mulana lagta hi in logo na islam ka meaning change ker diya koi scholar hi study  kerna sa mantel lavel muhamad sahib ji ka ho giya  dharm majhav noor parkash allah ki baat  kerta hi yaha sabi ko jana hi arash farsh astral body ki baat kerta hi yah history ki baat kerha ga jin logo na jana bullhead shah sheikh farid rabiha kabir practical experience kerha fir sabi baat bola energy noor parkash ki baat kerta hi koi history ja fir yah kero voh kero  kuch nahi
847,1,maulana ko marne ke baad iski maa bahen ko laundi banana zimma hai hamara 
848,1,chalo ek to molvi sahi niklla 24 core muslim m
849,0,just loved you dr saab 
850,1,moalana ko koi i abim ki kahani batao
851,0,i miss you sir rip 
852,0,name of this maulana
853,0,salam karta hu dilse
854,0,sahi bol rahe hai aap
855,1,iska pehle dadhi pakdo chaar chmet lgao aur iske dadhi gadi se bandh ke isko ghsito dimag thikane aa jaega ki wo hamare matlab hindu desh me rehta hai itna juta marenge sare islam aur nabi tabi aur ola u uber ko bhul jaega
856,1,ye saudi ki maa ka bhosda bol rha h jbki makka madinah saudi m hi h shirk kr diya jahannam toh jana padenga na mera bhai  
857,1,molana be like mera gand ft gyaa  
858,1,ye muslim hai hardees ma hai k arbi ko gali mat dooooooo i sajmh tu han bhusady ka bacha jo jo on ko ka raha or alem ko tu wase hi kush kahna ghuna hai
859,0,saudi be like  ruk tera game bajana padega
860,1,are chicha paida to tum udhar se he hue ho maharashtra me konsa hadish likha hai lund ka baal
861,1,saudi wale aayesha ko ma bolte hai iska mtlb
862,1,kisi ki rilijion ki insult karna bura kehna or badd ma fakhar karna or ye kehna ke wo sahi keh rahi thi wah kia log ha ye hindu log khud khud ko peaceful community kehtay or ye bhi kehtay ha ham sab riligion ki respect kartay ha wah kia baat bolnay ko to ham bhi bohat kuch bol saktay ha janab lekin kia ha na ap ma or ham ma koi faraq nahi ho ga phir 
863,1,pehli bath is ko hadees bolne se pehle gali dedi ab ye bhai hadees kya bolege
864,0,hahaha saudi ki
865,1,bhai sahi kaha napur sarma nemene sab padha hai sale ye hi dalle hai trazuma pada khuch ni bat karo hajar
866,1,ye saale kuch padte hi nahi haimooh uthake aa jate hai
867,0,in logo kho sach bardasht nahin hota ha 
868,1,converted asli musalman ko gaali da raha ha 
869,1,allla hu hu ka bsdaaaaaur moulana ka ma ka bsda
870,1,sabhi ne kaha hai ye kab hua bhai kisine keh diya chutiyon lindus
871,0,saccha musalmaan
872,1, without lies islam dies 
873,0,haha haha
874,1,jbhi to inko chutiya maante h wo muslims bhi wo log h pure muslim ye behen k lode chuslim h   
875,1,zahil
876,0,the guy itself is trying to put ghee in fire he told he didnt read so why he is asking questions to provoke
877,1,53 ke buddhe ne aisha ke sath ding dong kiya ye wakya ka baat ho rahi he kya
878,1,converted maulana saalaasali saudi arab ke muslim ko gaali de raha hai
879,1,isase samjh jao kitne manners hai is maulana ko  
880,1,can anybody explain why 60yearold mohd married 6yearold aysha and also why he rubbed his genital between her legs when she was only 6 it is acceptable in islam  why its acceptable under islam to make sex slave looting and murdering of other faiths how you get heaven after doing all this kind of criminal activity
881,0,jab tak ye log nationalist hai fir bhi theek hai
882,0,ha ha ha ha
883,1,saudi ke man ka bhosda 
884,1,accha mussalmaan honney k liye dogla hona jaruri h
885,1,sahih al bukhari 5134 prophet married aisha at 6 and had sex at 9
886,0,hadith no 5134 sahih al bukhari
887,0,marathi muslim local culture
888,0,hahahaahahaahhaahahaaha
889,1,marathi gali se saudi chup
890,0,saudi ki maa ka wha
891,1,maulana ka paheshan aise kiya jata hai
892,0,maharashtra ki hadis alag hoti he kya
893,1,mullu ka gand faatt geya
894,1,arre maulana ye kya bol raha hai aaj begum se kehke aya hai kya ghar wapis nahi ayega  jis saudi ko to gali de raha hai tere abba aaj bhi unhe abba jaan kehte hai
895,1,arey jahil maulana padh lo jakar pahle
896,1,sahih al bukhari hadith 5133 padh lo converted katuo
897,1,inka maulana gaali deta hai  
898,1,selute for this person saccha desh premi hi banda
899,1,mulla be like  mein nh batunga mein nh bataunga   
900,1,chutiya molina 
901,1,koi to muslim log ko chutiya banaya hai allah hai karke
902,1,popat mohammad ka desh ko gali de raha hai 
903,1,toh india main rehta hai toh islam kyon follow kaarta hai be 
904,0,ye hai sanskar
905,1,bakwas baza
906,1, saudi ki maa ka 
907,1,gussa dekho bhaisaab ka achha ab inse ye poocho ki uss maulana ne shivji ki beizzati kyun kari ye kehkar ki ling toh private parts ko kehte hai
908,1,islam ek atankwad hai
909,1,abeyy tumhare baap zakir naik ne bhi bola hai and wo bhi maharashtra ka hi tha
910,1,sirf hindu bol rahe the  jinhe khud nhi pata hota inke baap kon hai 
911,1,topi or kurta pajama pehen neso har normal muslim maulana nhi ban sakta 
912,1,bas aa kar bol do hadith me bol hadith me likha even you dont have reference  aur saudi ne bola saudi qatar quwait oman bahrain ne awaz uthai phir jaa kar indian government ne action liya  even kitne shaikh ne non muslim ko pack kar k ghar bhej diya kidhar se news lete ho be us waqt social media pe bycot trend chala hua tha saudi k liye  kahe apni beizzati khood karwa lete ho
913,1,pagal buddha
914,0,he ahe amcha maharashtran manus 
915,1,this type of maulana needs some education 
916,0,puri video nahn dikhe gae
917,0, im dead   
918,1,ab in maulaviyo ko saudi me bolege hajj pe bhag teri mala bhda  chal nikal yahi bolege 
919,1,maharashtra ka alag quraan hai kyamaa ka bhosde wale chicha
920,1,bhai inke quran ke alag alag editions rehte hai kyaki pichhle printing mistake hogyi toh agle me nahi hoga
921,1,pissful people
922,1,what was he talking about other than the curse word
923,1,hadees ki maa ka bbbb
924,1,bhosdiwale chacha maharashtra peh mil jata nah  jinda kaat deta yeh apan logo ka jaga hai
925,0,yeh hain allah talah ki bhasha
926,1,poor muslim
927,0,maharashtra me bhi sab kahate hai nupur ne sahi kaha tha
928,1,second class mulla
929,1,m du j gali es 6ka n  i am in haryana 
930,1,saudi ko gali de raha hai ise kehte hai chai se zyada kitli garam
931,0,indian boys 
932,0,indian real maulana 
933,1,are zahil maulana saudi ne to tera nazayaz baap mohamed sahab paida hua tha uski hi ma ka bhosda kar diya 
934,1,agar muslim maante hain ki saudiarab ki ammikabhosda to mahsa amini ke hijab case mein bhi saudi ka saath kyun de rahe the ye salle katwe topiwaale auraton ka haq marke khud unpe chadhe rehna chahte hain bloody patriarchial katwa muslims
935,0,great molana
936,1,saudi ke muslim asli h  tum sb converted ho or wo tumse jyada jante h  muhammad bin salman ne kaha tha ki quran ko prophet muhammad ke marne ke 200 saal baad likha gya tha kisi insan ke dwara but tum to bolte ho quran ko prophet muhammad ne khood likha tha  or phle apne logo ko sambhalo 
937,0,molana rock
938,0,jay hind
939,0,tu gaya tha saudi
940,0,singh saab in his mind hum sawa lakh se ek ladate hai tum to 10 12 hi ho  
941,0,hari singh nalwa pathans god father
942,0,wahi ginhe hari singh nalwa ne salwar pehne per majboor kiya tha aur wo use aaj bhi pehen rahe hai
943,0,baap baap hota h tu nhi shjega  nadan baccha h na
944,1,the time when bollywood was scking on pakistan dcks
945,1,bhai isne apne abbu ko ammi bana diya apne mama ke bibi ke chakkar mai
946,1,himself cant able to live there flee to india still he praising pakistan because of muslim only
947,0,khan saray mongol say aayay hain
948,1,he said humaari india  andhbhakto sudhroo
949,1,jokers 
950,0,love you srk  o  proud to be muslim
951,0,trying to scare tara singh gang  they will make patan fly  be careful  double head khan
952,0,dont spread false information man there was no hate between hindu and muslims which u are spreading waoh tho hamari india bola hai
953,1,sharuk teri takat kya hei  musanmaan
954,1,pathano se salwar ki yaad a gyi jo inko punjabio n pehnai thi
955,1,in india if you are sensible then you are deshdrohi pakistani
956,0,bhai maf kar do srk ko pna ladka galat sanghat me par gaya hai 
957,0,achha vahi pathan jo afghanistan se bhag rahe the 
958,0,do you know about hari singh nalwa 
959,1,jab tere papa khi aur se honge aur teri mummy khi aur se tab lgega srk sahi bol rhe hain aur pyar kisi se b aur khi se b hoskta h aur waise bhi pakistan toh india ka hi hai toh chahe woh pak bole toh kya akhand india is the afghanistanpakistannepalbhutan bangladesh
960,1,those muslim supporting mughal   question for you mughal tumhara baap tha ya  changish khan  jo na india ka sath bura kiya ap unka support lata oh or phir mughal ki side lakar adha aduri baat bhokkta oh kiya h ba ya kon ki side oh ya desh sa pyar h hi nahi sirf religion upar or sabh mulla ek h bass kaffir ko chutiya bana ka lia acha dekhma ka dekhta aisa h kiya
961,1,inhe shirf ek hi banda thik kar saktha hai  or oh ek panjabi hai modern day maharaja ranjit singhhis name is virat kohli
962,1,pathan ka bapp ka nam yad hai ki nahi  maharaja ranjit singh         
963,1,this is a propaganda of bollywood or i would to say the top level bollywood bully that they everytime make fun on panjabi i also reminding them that ranjit singh yad hai na mere pathan bhai  
964,1,kitna khidmat innn madhrchod logo ka kiya gaya hai india mein aur kyu smjh ni aata agr 1947 61 aur 65 ke baad bhi aap rishte rakhe hai inn jhaatu country se to smjh aata kitna khrab leadership tha apna country ka abhi ki govt inn jihaadiyon ko whi izzt de rahi jo ye deserve krte
965,1,channel wala hi bsdk hai  india pakistan dono ek hi the
966,0,love you king khan
967,0,jay hind    
968,1,bastard is a jehadi
969,0,well obviously he is an indian muslim
970,0,kya pakistan kya ind king is king everywhere king khan 
971,1,isi liye ab tere ko bhi hamare desh ki janta latka rahi hitu bhi jaldi pakistan jaayega
972,0,srk
973,1,tu jise kafir kehta hai usi ke dam par hero bana hai kayar kahi ka 
974,0,he said he is from pakistan because his father belongs to peshawar pakistan
975,1,to madhercod srk n kya galat bola h bhagat singh khud pakistan se thefir bhi izzat to india me milti h n usmai srk k father ka bachan pakistan me bita or srk k dada ji freedom fighter the jo neta ji subhash chandra bose ke netaratve me samil the
976,0,bhai wo muslim he to wo apne apko muslim hi bolega na hindu kiu bolega tumhara mathe ka shit kharab he wo thik karobpehle
977,0,superb bhai
978,0,inko vaalid ki side hi bhajdo
979,0, o his father and grand father were freedom fighter of india does he really needs to prove his patriotism  shame
980,1,jaali pathaan
981,1,gay shree ram
982,1,dekh lo hinduvo india ke muslim aur pakistan ke muslim bhai bhai ban ke kaise mazzak uda rha hai hinduvo ka aur tum kabhi ek nhi hote unhone 57 islamic country bana li aur tumse 1 na ban pyi
983,1,srk ne hmara india kha chutiye title alg or vedeo dekh 
984,0,jo bhi ho apni country apni hoti h  chahe  country jesi bhi ho 
985,0,lagta h pathan hari singh nalva ko bhul gayeor unke dar se salwar pehnna shuru kr dia h tha  and also maharana pratap singh ko bhi jinhone pathan ki body ke 2 parts kr die thelol
986,0,ashraf after seeing the 85 percentage  are yeh toh  he 
987,1,afganistan me hari singh nalwa ke dar sw salwar pehnte the yhi pathan apni wife ka vhi se salwar ka culture bngya shrm kro 
988,1,tabhi sachin tendulkar ne iski kom ka chakka bola   
989,1,ye sala snki h
990,1,masha allah masha bulla tulla masha fackaaaaaaaa
991,0,if someone is not hindu they should not be forced to say they are hindu
992,1,yehi hai badshah jo pakistani ke aagey mujra kar raha hai
993,1,he is from pakistan and muslim correct
994,1,ye mc kabhi kisi ke na huve na honge chahe unke sath kitne bhi achchhe bano vo tumhari gardan katne ki firaq me hi rahenge
995,1,these are all products of pseudo secularism of congress they dumbs became cele ities modi should reform bollywood first
996,1,sher e punjab ranjeet singh ji ne pathanoo ko afghanistan mein gooskar paatak patak ke duooo dala tha punjabi ke agye pathan fail ho jatye hai 
997,1,shahrukh khan ko pakistan   bhaj du apnye wallid ke passmade in china pathan shahrukh
998,1,the way the indians treated their biggest movie star for praying on the death of a legendary singer and then    the whole scandal with his son   and so many other scandals just because he is muslim
999,1,dekha sonu dhika di na chuslim wali sale jis thali me khate  hai usi me chhed karte hai ye sale chuslim dhokhebazi inke khoon me hai or ye bhosdk hindu shant baithkar haste hai inke dialog pr or ye inhi ke muh pr point marke chale jate hai salo hinduo mandir ka ghanta hi baja sakte ho tum    jb pakistan ki team jeet jati hai to bharat ke 9999 percent muslim pure khush hote hai gaddari inke khoon me hai or ye sala kah rah hai chalo hamari aami ki side jeet gyi  chalo jeet gyi samaz rahe ho na salo ek kaam kro pakistan chale jao wah ate ki line khade ho jake dhekta hu kitna islam hai thare khoon me
1000,1,lundslam
1001,1,you give too much importance  to bollywood  nachniyans  paise feko ye uganda ka bolega patte pehnkr nachega bhi
1002,1,pkmkb
1003,1,surpnakha ke wanshazo 
1004,1,hindi salo gadho kab jagoge salo aese hero ke film ko dekho ek din samjhoge
1005,1,ha wahi pathan log jinke haath lakhon masoom hinduon ke khoon se range hue h usi ek ek boond ka hisab ab ho raha h aur mahadev ki kasam aakhri khoon ki boond tak karunga yaad rakhna pathano mominon ab hisab chukane ka wakt aa chuka h  om dhum dhum dhumavati tat tat swaha
1006,1,tum  ptanno ko katne wale sikh h vo smje 
1007,0, o can anyone tell me that   why in this century we have so much rivalry between hindu and muslim
1008,1,laura to pakistan chala ja na
1009,1,esa kartik ke koi galti nahi eske maaa baap ki galti hai jais shree ram 
1010,0,srk u r only entertainment person only
1011,0,hamare yaha bhi rajput hai 
1012,1,muze vese bhi ye hero pasand nahi hai ye pata nhi kyu muze pakistan ka supporter lagta hai india se jyada use pak se pyar hai aisa lagta hai
1013,1,these people are anti national they only protect their religion
1014,1,oh toh iska bap pakistan hai chalo kuchh toh mila
1015,1,90s bollywood was funded by daaavuuud after all so
1016,1,boycott the yogi 
1017,0,if you are from pakistan as well so live there only
1018,1,congress or gandu pariwar is desh ka durbhagya haikalank hai congress bharat ki rajniti mai
1019,0,100 right kaha
1020,0,isliye like modi ji
1021,0,jay shree ram bharat mata ki jay          
1022,0,bilkul 100 shuddh desi baat shudhanshu sir  jay hind jay bharat vandematram 
1023,0,aisi baat mat kar bhai anchor naraj ho gai wo berojgar ho jayegi
1024,0,comparison kr lo bjp walo modi ka 10 saal or congres ka 10 saal sch pta chal jayega gdp or mahangai berojgari atyachar
1025,0,aaj tak ko masala khan se mileage fir
1026,0,hindu jago 
1027,0,i love my country
1028,1,ye anchor banane layak nhi hai aadhe dange ese hi log karate hai ek parti ko support karke
1029,1,ye he lodu trivedi jisko desh se koi mtlb nhi
1030,0,modi ji aap bahut acha hai the rahenge
1031,0,hamare narendra modi jaisa pm hame mile hai khushkismati hai
1032,1,matlab bjp ne is baat pe socha tha lekin fir bhi chup the   pata nahi congress ka naseeb kaha tak badbu failayega  
1033,0,sudhanshu trivedi ji aapko satsat naman 
1034,1,congress madarjaat thi aur rahegaa
1035,0,anjana ji kripya kisi ki bhavana ko na dabaye please
1036,1,sale tu nali ka keeda h s
1037,0,aaj tak reality removed the person who told the first question
1038,0,hmare desh ya hmare pradhanmntri par kisi ko koi aavaj udane ka koi hk nahi hai jai shree ram 
1039,0,kash naradji jaise reporter hote to aaj hote to hamara desh kuch aur hota 
1040,1,ase faltu anchor ko kya bolu jo audience ki majak udae lrkin sudhanshu ji ache answer diye
1041,0,trivedy a  present ka sambit patra hai jaise uska ab pta nhi chalta kuchh din bad eska bhi nhi pta lagega
1042,1,opposition ka role class 10 ke ncert me bhi kaas ye log padhe hote  opposition ka kam birodh karna hai negative side dikhana hai har act ka har bill ka har policy ka but ye opposition neta ka birodh karne me lage hai
1043,0,bharat ka bachha bachaa jay shree ram bolega
1044,1,anjana ji se badtameez anchor aaj tak nahi dekha
1045,1,snatan hi satya hai baki sb bakwas
1046,0,log duty kar rahe aur police nach rahe maza aye long live bharat ganapati bappa morya
1047,0,aise bahot  sanatan dharm ka tyohar hote hai jisme police army sab log on duty me cali ate krte hai dance karte hai khushi khusi aur aur ek aisa mujhab hai jisme saal me 23 hi tyohar hota hai usme bhi police aur army sab bullet proof jacket aur weapons ke saath duty krte hai ki kahi pathhar baaji bombblast aur danga na hai jaye thu hai aise dharm pe mai murata hu us bhagvan pe jiske mujhab me aisa hota hoo
1048,1,aas pass patthar player to nhi hn  
1049,0,kasam se dekte hi smile aa gaya maja aaya thanku aaise video dhikneklia
1050,0,yahi ainka discipline sundarta or culture hai arkestra 
1051,1,yahi agar vishesh jati program hotapolicewale apni suraksha amp
1052,0,yahi to humri santan dharm ki khubsurati hai 
1053,0,dont use the word visarjana  use the word nimarjana  visarjana is a wrong language that gives bad meaning  
1054,1,oo lavde its not visarjan its nimarjan
1055,0,sirf kolhapur me hi ho sakta he ye
1056,0,bhava he kolhapur ahe ithe pratek vishay hard ch asto
1057,1,mumbai policr ka raston par mujra
1058,0,what  a energy and hapiness  
1059,1,only happens in hindu religion 
1060,1,wah wahstress buster dance  maja aya nachne ka man karta hai
1061,0,he fakt ani fakt maharashtra madhech hou shakte
1062,0,bharat mata ki jai  jai ganpati bappa morya ji ki jai har har mahadev bum bum bhole 
1063,0,police walo k dil k arman poore ho gae hai unka dil tha dance krne ka so kr lie
1064,0,bharat mata ki aur unke jawano ki jay   aakhir wo bhi to insan he unhe bhi khushi manane ka hak he
1065,0,cops got the dance moves husband material right there
1066,0,that is the power of ganesh jai ganesh
1067,0,mera sanatani family hai hi itna lajawab  jai shree ram 
1068,0,bindass jineka vailogg  jay  mahakal 
1069,1,pappu ka log edhir bi bolte hai education is important
1070,0,they also humans they cant always like starch pressed shirt
1071,0,shivaji maharaj ki nagri itni sundar hai
1072,0,inke bhi sine me ek dil hota hai jo nachna chata haiganchahta haivery nice injoy
1073,0,army police ko bhi aapa time me set hokar aanad  umang kar sakti hai ye bhakti ki shakti 
1074,0,arre bhai araam se ek hi to g h li u ki 
1075,0,duty ke time enjoy  india me hi ho skta acha lagta jab sab khush ho
1076,0,india after bjp winning 2024 elections 
1077,0,zordar jitni barr dekhe utna kam hai
1078,0,awesome yaar maza aagaya
1079,0,ye  to police chain todne ki baat hai mhadev ki liye to sasso ki chain bhi tut jaye to koi nahi
1080,0,hare ram hare krishna hare rama hare krishna jay shree sita ram jay bajrangballi jay shree hari om namah shivay har har mahadev
1081,0,itni bheed me jan jane ka bhi khatra ho sakta haage bhole baba  ki marzi
1082,0,mahadeve ke bhakti ko kon rok lega re
1083,0,na rukenge na jhukenge jai shiv shakti  har har mahadevromney ki koshis bekar hogishiv tandav hoga
1084,0,salute h yr es bhid m toh kuch galat bhi ho sakta
1085,0,as a police officer son i am proud of bhakt which are stronger than well trained officials for  bmahadevb
1086,0,bholenath ke liye apna sab davv le laga de nark mai seh kar le sab kuch kyuki woh h he humare pyaare bhole
1087,1,are hum sanatni mahadev ke liye sarhad tak ko uda denge
1088,0,ye galat h anushashan banaye rakhna zaruri h aur police ka sahog karna chahiye  warna bheed ke sath iss tarah ki jaldbazi m apriy ghatnaye bahut ghatati h please aisa n kare apna aur dusra ka khyal kare
1089,0,yeh kaveri yatra nahi hai kashi vishawanath mandir ka jalabhishek hai specifically done by yadavs of varansi i can tell becz i attended it too dont spread misinfo we were not beaten but stopped which is wrong yadavs jalaabhisekh tradition has been going on for generations it is rule to yadavs to abheseikh first on first monday only after that anyone is free to do so
1090,0,ye hai mere mahadev ki shakti koi takat unke bhakton ko unki sewa krne se nhi rok skti dande kya chiz hai goli bhi hoti to bhi haste haste kha lete
1091,1,abe tumhari okat hi yahi tak hai hinduo 
1092,1,teri amma ka shaya fad ke bhi ak mandir parkat hua h 
1093,0,akhand bharat bhagwan puri duniya me hain
1094,1,qayamt ab door nhi
1095,1,behenchod godi media
1096,1,pehly hindu tyty means tyab nahi hainsamaj agayee hainab
1097,1,allah hefazay karai or in ko hedayat dai
1098,1,jhoot k foundation pe rakkha hua kab tak chalega yeh saudi bhi jante haijai shree ram 
1099,1,kutte bhokna bas nahi toh sar jism se alag hoga   
1100,1,sale hindu ki mandir ganja jyada pi liya ya sasta nasha karke ye gapode khabar pesh kar raha hai
1101,1,itna khof h modi ji ka
1102,0,jay suryavanshi jay shri ram
1103,1,ehi he tumhari aur hamari andhar farak ham muslim hokar vi tumhari mondir ko rakhsa kortahu aur tumlog mosjid todkar mandir banateho
1104,1,sale haramio jhoot bolne se baaz ajao  bas iss baat par gor karo puri takate islam badnam karne ke bad bhi islam dunya mai itna zyada tezy se phel raha hai akhir kyun
