Comment,Target
j kon bolta hai bhai abhi bhi survival of the fittest nhi ho raha corona ka mamla hi le lo isme jiska immunity acha hoga woh bachega aur jiska acha nhi hoga woh bechara marega everywhere everything has a tendency to do this competition aur ek example de raha hu war ka jo war jitega apne will power se wohi jitega aur jo harega woh bhagega nhi toh marega aur tum kehte ho hum janwar thori na hai bro homosapiens ko animal group me rakha hai hum bhi janwar hi hai magar thora evolve wale magar janwar hi hai aur kabhi kabhi janwar jaisa harkat karte hai samjhe ab sab bolne ka zaroorat nhi idhar,0
bhai teen baar kyu likhe ho Bagga ji ka quote ek baar hi kaafi tha,0
sahii hai bhai aise hi hota hai,0
pata tha tum corona ka example doge bhai maine jo situation batai wo manmade factors wali thi natural wali nahi jispe insaano ka zyada control nahi hai aur rahi baat covid ki hi To Survival for the smartest bhi laga hai Jinhone smartly hygiene maintain kiya hand washsanitizer use kiya mask pehna khud ko bachaye rakhna ka tareeka dhundha chahe immunity kitni hi weak ho Hum animals hai biologically lekin socially economically politically scientifically ethically etc hum insaan hi hai jo hume janwaro se alag karta hai yahan evolution isiliye kaam aaya hai Evolution hi humko janwaro se insan banaya hai Jisme survive karne k liye dusro ko maarna Zaruri nahi isliye human rights ki baate bhi leke aaye hain hum Evolution hi hai dusre ko maarna khane k liye dusre ko maarna khane ka competition kam karne k liye partner dhundhne k liye fr area k liye jo baad mein kingdom aur statesnations bane Battleswars huii colonialism Lekin hum evolve hue to pata chala dusre insaano k bhi rights hain ab hum military ka use offence k liye kam aur defence k liye zyada karte hain ministry ka naam bhi defence ministry hai offence ministry nahi isliye war Zaruri nahi hai dusro k saath bhi jiya ja sakta hai bina war k aur srf defence mein hi maarna chahiyeto SOF yahan itna suit nahi karta Dusro k sath saajhedarisamjhauta etc bhi humko janwaro se alag karti hai jo wo nahi kar paye aur humne ki bade scale pe,0
itna toh chutiya nhi hu ki id ka photo nhi rakhunga phone mein yede gand lavde,1
Basically now its time for MP and get people polarised Okok,0
Yeh sanghi taalebaan he joo yesa karne par tula he evm ban Karo desh ko lutero se bachao jai bharat,1
j bhai ek baat saari baate thik hai magar ek baat galat boldi tumne yeh corona natural nhi hai na tha na aesa kabhi ho sakta hai kyuki bat ka saliva me corona nhi rehta woh khoon me hota hai agar insaan bat kacha bhi kha le tab bhi corona nhi hoga pet ka hcl ke wajah se yeh jo corona aya hai woh lab extracted hai asli corona me spike protein itna nhi rahta thick jitna isme hai isse pta chalta hai ki iska alterations hua hai lab me dusre viruses ke saath like bacteriophage ke saath karlo etc woh chiniyo ne lab me test kiya hai phir udhar se dusre desh ke economy ko dubone ke liye ye chutiyappa kiya hai samjhe,1
hahaha bhai ne puri research kar rakhi hai Bhai ek evidence dhundho strong case taiyar karenge china k against Bach na paaye wo,0
j ab yeh satirical bole ho ki sach me,0
hamko kafir kahne walo ke sath yahi hona chahiye,1
pade likhe jahil ho abhi bhi wahi ratt lagaye ho Abe se gareeb log gaon me aaj bhi Id proof lekar nhi chalte aur smart phone bhi nhi chalana jaante hai jinko pata hai woh to dikhayenge hi I got it ki tum tatti ho no need of debate,0
nahi bhai sach mein achha khasa knowledge hai tumhare pass,0
Ho gaya democracy,0
inke chakkar m mt pdh Jra dekh inke,0
Ab fake Naam se love jihad karenge toh yahi hoga Id dikhao desh mein raho Khatam khel Jaldi jaldi CAA NRC k zariye bhagao sab refugees ko,1
kya baat kr rhe jab hindu pandit ko peet peet ke maar diya tha tumhari nasl ne tab aapne ye nhi bola hoga ki hindustan islamist country ban gaya hai,1
Kutte hai yeh Singh ki aulaadinko keel ki nauk pe chadayegewait karo baap aaaraha haitera baap aaraha hai,1
chala ja yaha se,0
bhardwaj oohhh bhaii darr gaya wo,0
yeh khabar sahi hai ki nhi woh bolo pehle kyuki pehle kuch nikalta hai baad me kuch,0
Mp me bhi aisi cheeze hone lagi Shivraaj singh to sab ka neta hai W,0
nahi bhai thnx batane k liye padhunga iske baare mein kuchh short mei bata sakte ho to aur bhi achha hoga,0
aajayega bhai unka bhi number,0
bhai hum ab Jaanwar nahi reh gaye hain Survive karne k liye kisi ko hatana zaruri nahi hai usko sath leke bhi aage badh sakte hain survive for the smartest aajkal zyada sahi rahega,0
aur tu ki paidaish hai chaiwale ki jhaag hai jo gunde paani se banti hai aur taklu lund ke jhantuuu ki khujli hai itna pata hai aake dekha kya,1
khud khaa lo phir cancer bhi tumko hi hoga,0
tum hi khao savan chal raha hai,0
Ye sab danga karwane ki sajish hai Har state mai aisi chhoti chhoti ghatnaye karwao Fir abhi jo maar kha rahe hai Unke bhatke hue log kisi ko maarenge Or fir iss tarah ek bada danga shuru hoga up mai Jisko police dabayegi Or sab hoga chunaav ke pahle Fir is dange ke aadhar pe vote maange jayenge Or in dango mai marne walo ki sankhya mai hindu jyada honge Unko daraya jayega ki tumhe kharta hai Tumhare ghar ko bachana hai Betiyo bahno ko bachana hai To ek ho jao or vote kisko do Jinhone hinduo ka theka le rakha hai nakli dharam ke dalalo ko Ye hoga aap dekhoge mai dekhunga Or marega desh,1
Ajmer indore UP MP iske example hai,0
abey bhai toh waapis bhijwa na unhe Full support Nhi hona chahiye thha Uske naam pe kuch bhi krenge kya,0
Who roams around with a adhaar card,0
are same comments ek he jagah bar bar wahh re ki,0
Taliban bana rahe dhire dhire,0
shaie he bhai utni aukaat nahi n,1
The BJP and rss wants rites,1
thats a good diplomatic answer,0
kya spam karrha hai har jagah,0
sahi baat hai bhai dar hona chaheye mar dalo sab ko Naya Pakistan bana do india ko or toh koi problem hai nahe ish desh mein bus yeh rehdi wale choodi wale rickshaw wale bache hai udha dalo sab ko fir hum ban jaye gay trillian economy Im with u broooo,0
chod na ye sab tu apne kaam dhande pe dhyan de or else student hai toh studies pe dhyan de,1
or ha jis tarah tera view hai I guess u are employed u get money for comments,0
bhak be,1
Darte kyu ho ek do ko mar do phir sahi ho jayega sab,0
Bhagwa aatankwad hai ye log,1
Tumhare pichwade me dam hai to aao chhu ke dikhao aur kisi ek ko mat gherna barabari se bhidio bete,1
Ma ki chut in salo ki,1
raghav ha librel,0
dimag se chutya hai kya Jb maulvi fatva nikalte hai tb muh ni khulta,1
yhi gyaan baateyeo bs Jb fatve niklte hai madarso se tb kha this jaate ho,1
aaja tu marega,1
tera fatwa nikaal diye kya,1
tum jaise chutya Afghanistan hi bnava k rhoge,1
bsdk tu hoga chutiya,1
Abe Gandu suba se koi mila ni kya jo yha boond marara,1
tm log aise rho gandu hi rhoge humesha,1
dekhi dhyn rakhe kdi mil na jaye Mai th gaumutra piu,1
tennu apna mut piyau Saale gandu,1
Bsdk sallo madrasoo ma gazwa e hind pdvata ha jinko video chye msg meKashmiri Hindu ka sath kya hua tha pta ha tum log sbhi dhram ko manta ho aur woh tumhe hi target bnata hakya bolu tumhaabba india hii ho gya phala kya tha pta ha sallo history bdll dii tumhari Kashmir ma tum jasee hi bhai bhai ka nara lagata tha jbb SBB ko nikala ydd ha koi bhar se nhi aaya thaydd rkho ismat chugtai ka autobiography by bbc pdo hindu ko goo mata ka meat kilaya janmastami prrkya kya bolutum chutia hii rahoga,1
fer tu mil hi legand m jhadu deke morr bna dungaar ibh milna ho th msg kr dio tere karbat lath mange h,1
Abe th suar aaja mil th ja ek br,1
owaisi ko gyan pelo Usko jarurat hai,0
Isko Maaf Kr Dena Chahiye Kyunki Insaan Bhadkane m A Jata h Kabhi Kabhi,0
Us Ladke Ko Bhai Maaf Kar Dena Chahiye Kyunki Usko Bhadkaya Gaya h,0
Tum Pakistani Kahan Marane Chale Aate ho,1
bara bar bol rha hai par jabhi hindu ko bol rha tha ki kasmir me rhan hoga to alha Ho akbar bolna hoga tabhi bolna chahiye tha ki alha hota to in logo maarte bich me ram ka naam mat gasit wo admi na sahi bola hai hindustan ram ka desh hai ous desh me rhan hoga to Ram bolna hoga,1
toh janab RSS or Isis me ik comparison toh batao,0
jab Delhi me mare tab kya,1
one Hinduism,0
saal phele se home kuch pata nhi tha mohmaad ne ye nhi batya Hindu planet ke puja krte he jab tume gand dhoni nhi ati hi,1
Matlab mob lyncing is a myth,0
kahe tu bhi dara hue minority toh nhi,0
jab tum mullo ke gand kutt di jatee he tab kyo victim ccard kehlte ho,1
Bahi youtube pe search kar muslaman bhi yhi nare lagta he Hindustan me rehna hoga Allah hu uber kehna hoga,1
Hum bamb blast nhi karete jai shrew ram bolke ham Islamic terrorism se koso dur he ye he agar hum terrorist babe toh Afghanistan ke jese desh chodna hoga,1
Abe tu rehn de tumse Myanmar isreal France Ireland India American adhi duniya tum par tukti he ab in deso me toh bajran dal nhi he na hi rss,1
toh leave india agar itne dukhi hoo,1
Bas jab jawab na ho toh gali do,0
Mere baap ka he tre ka pata nhi na azadi me yogdn ttha an Salle galli ke hadi bane Bethe he,1
Bakth hr par terrorist nhi,0
Uske badd mila na Pakistan or Bangladesh,1
Or kudh adi kati luli leakar camel piss drinkers gyaan dege,1
Jenke Dada mutt bye Islam ke samne talwar ke dar se vo mulle apni hi bhen chod dete he,1
Tum jese report kar dete he kya kre,0
lol darr lund mera,1
Ithass pad le kon gufaa me rehte or kon civilized the kair madarse me toh history hram hee,1
gltiyan ko log justify krne lage h galtiyan bata krwahhhh,0
saal pehle maan baap ne beta khoya aur isne unke liye struggle karne ki jagah political nashe ke chakkar me yaha la kar khada kar diya ki ghar se bahar ni nikal pa rahe honge bechare Maa baap ko bhi taak par rakh diya,0
Jab zehar dimag tak pahuch gayi ho,1
Kaisa kanoon hai ye wo nhi mila to ye chutiye ko to arrest kro jo speech dera bc hindu naam pr dhabba hai bc ye log hi aise hai jo hindu muslim ko ladana chahte hai bc sab mil k phele inlog ko khatam kro,1
Mr ja bhosdime,1
Gharme khana nhi khane ko or ye chale desh jalane ko,0
Jo ye log bol rahe hai wo theek hai muslim log bahut galat hai,1
Tumhara Bhaichara pata hai sabko ab ye ulta hone wala hi,0
saal picche le gai hoti to video sahi hota bhaiTu puncture putra badhte wadhte bhi ho ki nahi,1
wah Bhai sahi Pele ho puncture putra koye log kuch padhte nahi bhai,1
wire jaiso ko Dekho ge to desh dubega hi,1
Bhaut sahi kato salo ko hmare desh m rhkr hme katne ki bat krte the kashmir mini pakistan bana dia tha kyu muslim areas k mandir majare ban jati h,1
bhai teri baat muja ko samajh ni aa rahi hai,0
are mulle years piche hota to video ki baat sach hoti a is a puncture putratum log sachme BHARAT Mata PE boj ho,1
Or ye pakde nhi jayenge kyoki vote bank hai pkde gye to do din me bahar,0
Baap Preshaan hai dukaan nhi chal rhi hai or beta bhakt bna ghoom rha hai,1
Kese chutiya ke lund hain bhosdiwaale Inhe asli matlb samjhaana oadega hindutva ka Sanatan dharam ke naaam par pata nahi kya hi bawasir padhaya gya hai in kutto ko,1
kya pata karna hai bata na india me facts figure aur proof la jaise teri maa apne pair failati hai waise hi tu apna muh mat chala itna hi sure hai proof de na mai bhi batata hoon,1
aur tum jaise dharam virodhiyon ke saath reh raha hoon yahi kaafi h abhi ke liye,0
tu bhi le aa mere ghar chodunga teri maa maze se tab jab asli mard ka beej aayega tab akal aaye teko,1
nayi shift chalu,0
jaa maa chuda,1
bsdk ststement ko prove kar na apni maa kyun chudwa raha hai ya phir jaruur apne baap ki paidaish h tu chakka hai na tera baaap tabhi tujh jaise hijde ko janam diya hai usne ja bacha le rss walon ko blowjob de raha hoga abhi kahin wo gaand maarke tera chota bhai na paida kar den kyunki normal paidaish nhi h tu,1
Teri maa bhi chudni hogi na hma beta bc,1
Teri maa chodenge hmmm muslim smja,1
Ye kya samjhdari he address ko camara pr dikhane ki kya jarurat thi kese news channel ho careless,0
Jab jab aesa hota h ache din wala dialogs yaad ata h kya hogya h desh k,0
Sharam toh h he in hinduo mai bsdk aayse logo ko toh faasi laga deni chaaiye hindutav ke naam pr gaand marwaate h,1
Yeh Kali modi ke wajah se ho rha hai andhbhakt Matlab iss desh mein padne ka Matlab bhi eisi hai joh darm ke bare mein KG se bhul niyam se bhul sarta se sikaya ja rha haiif you proud to be an Indian accept with religion you are most idiot in the worldYeh desh San jati darm se banaya haina kebol Hindu o kijai Bharat happy Independence day,1
Iss chootiyon mei aur Isis kay loduon mei difference kya hai bataiye koi,1
chanduka humare religion ne bhi kb bol dia baki kachuye ki pith pr dunia tiki h ye tunhara religion bolta h jao padho,1
chanduka mere religion me toh science k hisaab se hi bola hua h saaf saaf likha hua h ki earth oval h earth sun k chakkar lgati h nd outer space bada ho rha h sab yhi likha h infect ek jagah likha tha ki esa dikhao dega jese moon k tukde ho gye toh wo bhi mentioned h,0
chanduka flat earther earth is on turtles ye sab bhai teri books me likha h jao padho kbhi jakr,0
chanduka baki tu dede bhai puri knowledge,0
Up ka lok tebar dikhao agle election may zero banake,0
avashya,0
Also show the videos of muslims taking about the gazwa waha kya ho jata hai,0
aj se yehi bolna hai,0
kyu bhaihm bolte hai tumloge ko Kuch forcibly bole ke kiye Aur lord Ram prem ke Pratik hai tumloge ne daar ke Pratik bana diya,0
Sb jhooth,0
wapis jao,0
na na Hm to shri ram k bhakt h lalli bas Insaano k na,1
haan us waqt k halaat kuch or the ab kuch or hain,0
Agar delhi police ne pehchanne se mana kiya hai to inpe bhi ek mukadma likhwao Jo desh bantne ki baat kare Wo desh jodne ki baat nahi kar sakta Haivaniyat ka koi dharm jaat nahi hota Wo bas galat hota hai,0
Pata nahi kiski nazar lag gayi hai hamare desh ko,0
Wahi Gurukul wale jese,0
Eh din Ni auna kdi laalo zor jithe takk lgda,1
million hindus living in middle eastern countries thoda unke barey me tog soch kar bolo kyun fasaad macha rhe ho Sara desd khatam kr diya bc tumhari chutiya harkato ne,1
aur humdono Osama k nasal k hai kya bolte Mia bhai,1
Daksh ko barbaad karne wale yehe loog hain sarkar ko inke khelaf karewahe karne cahye,0
Sar tan se juda tan sar se juda chlta hai vro,1
bro religion koi bhi khrab ni hota admi ki maansikta hi khrab hoti h Jo apne dhrm ko hi ni smjh pate ki Unka dhrm unhe kya sikhata h Wo bs upr se dharmik hone ka dikhawa krte h jo ki samaj k liye bht khatarnaak hota hai Fir chahe admi Muslim ho ya hindu ya fir sikh ishai Jis din use apne dhrm ka sampurna gyan hojaega wo fir samaj ko jodne ka kaam krega jisse usska dhrm bhi foole fle ga Jai hind Happy independence day,0
UAPA sirf Sikha te muslim de lyii he bnai gyii aa Bjp wale Hinduaa de lyii nhii,0
Politicians k naam andar aane lag jayen bas mara pada milega kisi nale main,0
kya kuch bhi bol rahe ho,0
Hindustan mai rehna hoga bhakton ki maa chdna Hoga,1
Happy independence day,0
Inn suar ka bacho ka jail ma dalo,1
tatti gobar or peshab tau tum khate Pete ho,1
beta sunn medical science padi hai padh lena toh malum chalega teri ammi aabbu aur tera pura khandan kha chuka hai,1
tumhari nasal angrez ki dalal thi beta,1
waah waah sabaas asliyat nikal raha hai bol aur bol,0
bolna kyu ruk gaya bol tumari community yahi kr sakti hai bol bol,0
Ye sab mein inke baap sawarkar or goudse angrez ke talwe or chatukar thee or abhi ye bhosdi wale gandi naale ki alaud,1
BJP or IT cell Banjrangdal RSS ye sab Hindustan k liye dimaak hai,1
tujh jaise logo ki waje se Hindu religion or Hindustan ki badnami ho rahi beta jakar padhai karo,0
andh bhakt or tatti maat khao,1
Ramji bhi sharm k maare muh chippaye chal rahe honge inn gadho ki harkate dekh me,1
hindustan chalo acha bola,0
badnami hinduo ke wajah se,0
He is not a true hindu,1
Beep kyun bhai Media hai ya youtube video,0
Ham ne bolde jay shree ram of na hindu rasthr bnee dega saaf sidhe baat h jise chahiyd punjab akr lelo bdiya dega hindurastr,0
Mar kr jahannum me jao tm sb ameen,0
your muslim Tahir Hussain instigated the riots you asshole Fuck your stupid leaders who are insecure,1
OOO BkL secondery data Matt upload ker,1
seems like your a bhakt of modi,1
Yeh gandi nali ka keeda hai hamesha gandgi mein rahega aur mooh se gandh hi bolega,1
yeh maderch he yeh asli atwadi hi sala dagaa karta he hindu muslimee,1
party Badli e Patta Badla badal gaya vichardhara aur yah vyakti Jo baitha hai yah hua hai jo Vahi bolega Jo Iske vah Kaun Ne ise kaha hai,0
Is Chuteye ki bolna to sahi se aa nahi raha hai,1
He is not guilty per SC ye shayad apko yaad nahi hai,0
tyagi per bhai police ko bhi tahir hussain ne hi bulaya tha na aur high court se use bail bhi mil gyi koi bhi suboot uske khilaf nhi mila,0
voh toh modi ke bhi hai voh bhi hazaro logo ke khoon se remember Godra Kand,1
gupta evm ke details do aur ballot papers pe elections karao sab paani hogyega,0
gupta usske khilaf koi evidence bhi nhi that aur usko SC se bail bhi mil gyi thi,0
Abe sanatan dharam walo ka gu khane ki bhi aukat nahi hai teri sala khud Atheish hai aur naam kya rakha hai THE karan Apnr naam ke age THE lagane se pahile sharam se mar q nahi gaya gandu,1
BJP ko hate k bina or ata kya hai oh sorry m bhul gya tha desh bechna ata hai,1
Marr jaoge ek din Hindu muslim krte krte Abey Insan ko insan ke hisab se judicial judgement do religion ke hisab se nahi be,0
dekh tatti toh tu hi kha aur apni maa ko khila Waise bhi tu cow urine toh peeta hi hoga subah coffee ke badle Tum log chutiye the aur chutiye hi rahego Gay mutra piyo aur social media mein jaa kar apni maa chodwo Chal bhosdike,1
tereko tatti khaane mein sharam nahin aati toh mujhe mera naame se kyun aaye Chal madarachod maa mat choda subah subah apni Randi ki aulad,1
change kar du apna naame kya rakho teri maa ko chodo,1
gupta bhai partiyo ke yudh ka nhi pta par partiya hum Indians ko ek dusre ke khilaf zaroor khada kr rhi hai especially BJPwith its hindu rastra sick ideology,1
The Karan change karke Tatti Karan rakh de du ya karan Guberoi waise bhi social media pe bahut gu kar raha hai tu,1
immortalchanakya teri itni maari karan oberoi ne kal hagne ke time bhi lde nikle hoga bald,1
kisne kiski maari hai wo toh dikh Raha hai aur Teri gaand itni Kyu jal rahi hai Midget jese lund leke hagte wakt PS ki Tarah x o dabaane se hagta hai Kya,1
esa kya dp rakha hai be tune chanakya ke jhat ke baal barabar bhi nahi hai tu Gand to maar di teri aab q sir pe haath lage baitha hai,1
Sale chupara hai apne baap logke bayan ko chutiye aatankwadi,1
chal na chutiye subah aana abhi teri maa mujhe blowjob de rahi ahin Disturb mat kar Nikal tattichand,1
kyun bhosdike apne baap ko nahin pechatana kya Kyun sab ke samanne ne tattichand apni maa chodwa raha hain tu Sorry bol mera muah mein le aur bhaag yahan se huggochand,1
chal bsdk huggochand,1
atleast mere dp Meri shakkal hai tuj jese midget chod PS waali dp nai hai apni khud ki shakkal laagane Mei phatt ti hai Kya yaa gaand pe x o chaapa hua hai,1
tu Xbox aur PS ki pedaish hai naa Saale midget,1
gupta ok hitler pujarigo and spread your fascismbut must know what happened to the nazis and all fasciststhey should not exist in this world after years world can tolerate communism but not fascism its a disease to the world,0
jab main hagta hu tab jo gu nikalta hai wo bhi terese accha dikhta hai samja kya immortal Immortal chanakya nahi tu immortal chutiya hai be,1
Karan Guberio tu kya baar baar maa bhen pe gali deta hai be tujhe maa nahi hai kya Teri maa ko jarur Rakshasa choddte hoge tabhi atheist paida hua tu,1
huggochand sun hug aur apni tatti kha le,1
chal madarchod,1
dham is it itching you,0
tu Zindagi Mei mere se acha hi hag skta hai chomu aur koi kaam toh hai nai pichwaare mei PS ka thappa Jo hai midget hole nai nai srry sresh chomu hole,1
gupta stfu you fascist scumbaggo to your Hitler and suck his cock,1
aapko aur do namune deta hu immortal chutiya urf self proclaimed chanakya and karan guberoi,1
Kapil mishra nhi dogla mishra aacha bhaukta hai,1
Chal na bhosdike lund mat kha mera saal koi kaam dhaanda nahin tera jaise mardchoddon ko bus random status per comments maarenge taki sab ke samaane public mein apni maa ki gaand marwe aur public apna lund hilaya teri maa ki nangi gaanf dekh kar Saale tu kitna bada behenchod aur loser hain bhosdike apne area ki kutti ki gaand chatta hain aur woh kutti mein tujhe per moot ka chal jaati hain bina bhaav diye Isliye logon ke status per comment kar ke apni maa chodta hain Lsers like you need importance at any cost bhalle uske liye koi teri maa behen kyun na chod de per tereko importantance chaiye dalla ka baccha rand ka aulad chal mardchod maar ja bhosdike Tatti kha pe meri aur apni maa ko bhi khila Thodi si sharam abkhi toh comment mat maar jaa kar apni gaand maar Bhosdike phir comment karenge aur apni amma ka bhosada chodwenge,1
Jake pura interview dekh lo wire ki gand fadd di Kapil mishra ne,1
Khe ke lena,0
Islam ki maa chod do behan chod sirf aatank dikhata hain yeh Islam,1
Sabse bada aatankwadi ye gobar mishra khud hai jisne communities ko ladwaya,1
is baat ko Yogi ke mu se suna hoga bc kuch bhi land bhakt,1
Kuthe ka bacha kapil mishra,1
Chutiya to Tu hai,1
Kia ye jhoota or makkar h,1
Kya galat bol diyajihadi soch ko entertain krna h kya,1
The wire jihadiyo pe kabhi kuch nahi bolega,1
sach me yaar,0
Sharm aane cahye aise kutay ko,1
Kapil Mishra is a C type man,1
pura interview dekh youtube mai waha wire ki isne hath dhoke li hai ye sirf choti clips dikha rahe idhar,0
Ye India h mere bhai yaha kuch bhi ho sakta hai,0
Tahir Hussain yaad nhi hoga,0
Tahir Hussain was using empty bottles to distribute petrol to needy naa Dilbar Negi and Ankit Sharma,0
Acha context zaruri hai fir logo ko marna is okay Okay,0
Sach hi toh kehraha hai Unhone samne se nahi peeche se bolaSamne bolte toh kuch aur baat hoti BC,1
Unse ye sawaal puchna hii bekar hain wo janbuj karke ye bolega,0
Isko on ladne bolegye to iski gand fat jayegi,1
Toh jihadi ko maarna galat thodai h inki makabhosda,1
Brahmin terrorist nationalist,1
Bas itna hi kahunga is daur mai kuch qatilo ko sarkar ka sanrakshan parapt hai,1
Itna chutiya kaise ho skta h bhai,1
Ye baman jhutt hei bolega kamina,1
Hypocrisy ki Bhi shima Hoti hai,0
Isko bolo badam khaya kre,0
Ye sab BJP wale jhoote hai iska koi bharosa nahi kiya jaa sakta hai,1
Wire is doing real journalism bake sab bhadwe hai,1
Ye hai asli terrorists gobar mishra,1
Is chuteya ko itna importance na de Dont highlight his venous statements,1
kora jhoot safed jhooot,1
gau mutra pii,1
True Journalism,0
did u see this chadarmod,1
So called self proclaimed jerks oops sorry atheist,0
communism is my foot behenchod english kahan se seekhi chutiya school of chotti wala people,1
kya sir aap log bhi kutte ka interview le rahe,1
Dangajivi Kapil Mishra,0
Ek btao is chutiye ka interview q Aisi kya situations bni Aur to pura India jaanta hai iske baare me fir log ise aur iski party ko support krta hai na Pol kholo Achi baat hai Tum pr v FIR hoga aur sedation case alag se,1
Ab terorrist ka bhi interview lenge aap log,0
not gangsta atnakwadi kapil misra,1
He is like main madarchod hu jo isme aua,1
abey ye toh mujhe mithai lag rah hai,0
Thaaali ka baingan urf bepainde ka lota urf Mishraji,1
Audio ko pura sune isme kahi bi muslim jihadi nahi bolla gaya h fir jihadi bolla gaya h or musalman jihadi h to fir direct usi pe jati h bat,1
Shastramev jayate,0
Abey ye dramatic insan,0
Badtameez Mishra,1
Yeh kutta hy bhai,1
Chutiya apne app ko modi sa compare karta hai Ki wo aysa bolney sa PM bana mai b bano ga,1
Those bloody hell persons ruin our nation,1
Hindu extremism is necessary to fight Islamic terrorism Pehle hi itne tukde ho chuke hai desh k kaisa lagega ek aur Pakistan ki demand aa gyi to,1
Kuttey ka pilla,1
Sir sir sir sir sir sirtapi na apki tapi na,0
jali na teri,1
Gobar bhara hai inke bhejo me kuch nahi ho sakta aise log ku leader bana denge toh sirf dushmani bada denge,1
Isko andar dalo,0
Whaa jo dange karata hai saal baad auske he interview hota hai lol kya he hoga app media walo ka he,0
iski b bari aayegi,0
Ye tho kafi based log hai,0
tahir husainzakir naik ya osama teeno indian nahi par ye dekhle bhai Vaibhav raut kaha ka hai,0
regressive cheeze toh hinduism me bhi hai sati and dahej,0
waise history pdhlo many hindu kings destroyed jain and buddhist mandirs toobhai mai toh mandir masjid dono jata hu and dono jagah Prathna karta hu tere jaise chutiye duniya se chale jaye jinko bas nafrat aati,1
af end ho gaya na Change ho rahe hai na time ke sath wives Burkha me band ke rakhna Muslim women cant go out alone Jao zara middle eastern country me Dekho waha kya hota hai women ke sath Some cant even step out of their homes without their husband Stones se mar marke khatam kar dete hai Jo non believer hai vo kafir hai and unko mar dena chaiye Kayamat aayegi jab sab religious places mosque ban jayegi Aisi bahut saari baatein hai Na nikale toh hi acha hai Kabhi anantullta khan ke statements bhi padhna,0
mai toh caa isliye oppose krra cos jake unemployment rate and inflation dekhle bhai itna hee hindu ki chinta hai toh pehle jo desh me hindu hai unko employment fo pehle deshvasiyo ka socho fir baharka tere ghrme tere mom dad beemar rhege toh unki pehle dawa layega ya pehle padosi ko party dega,0
af they did not Hue toh unko because they were Buddhists places isliye nahi toda Learn the difference between that Mughals killed hindus and destroyed temples because it was non islamix Tipu sultan was a fanatic too But why do you praise them and not indian rulers Maharana pratap Chh Shivaji etc etc,1
af bhai ye propaganda mat la there were muslims in his army etc Sab expose hogaya hai Kashmiri pandita ko kisne marke nikala Sambhaji raje ko kisne forcefully covert karna chaha to islam Forceful religious conversion kaun kar raha hai bhai Godhra train kisne jalayi Mughals ko itna respect kyu Tipu sulatan ko kyu celebrate karte hai,0
propaganda Mai nahi krta mughals ko Respect ma ki chut unlog ki i respect shivaji maharaj alota nd always will and zara history pdh har cheez Propaganda nahi hoti go google why was shahaji named shahaji,1
waise muslims se zyada violence christians kiye toh plz make videos Aao isai kategeworld war kisne kia Chawal deke conversion kisne kia Churchil kis dharm ka tha,1
af arey vo toh hai bhai Unko kya bole Unse tum me pura syria iran iraq takleef me hai,0
Ja bhosdike,1
ha bhai jo chutiye hai wo chutiye hai that doesnt mean sab chutiye haivaibhav raut ka naam google krlena mere area ka hai uske video laake deta hu links women k prati hate comment and uske ghr bombs mile wo bhipr uske wjah se pure dharm ko kabhi galat ni boluga mai tere jaisa chutiye har dharm me hai itna pata hai,1
syria iran bhi ni world kaworld war nahi hora waha pr everyone knows which religion did world war,0
af arey vaibhav raut hai toh samne tahir hussain bhi hai,0
wahi bolra na bhai chutiye dono taraf haiakkal aagai kya shayad,1
Are bas kro kab tak kroge hindu muslim,0
bvll agr tune padhi hoti na Bhagwat Geeta to yeh sab to bilkul nhi bolta tu One of the main ethos of Geeta is peaceful co existence of all irrespective of anything It was very strange that a person who supports such a hate speech is advising me to follow Holy Geeta Bhai tu bhi padh thoda aur follow kr jldi jldi,0
Kise ko marne ko bol rahe ho toh bhagwan ka naam q le rahe ho hamre bhagwan ko aur badnaam kr rahe hain,0
licence good people follow rules and bad people break themwell I believe in breaking the bad people for breaking the rules ne se ko maaro Baki apne aap sudhar jaayenge,1
what Your people suffering in Bengal Ive a friend in Bengal police and he told me how brutally your people murdered Hindus Duniya mai kahi bhi kuch bhi Musalman Galat kerde Tum desh jalane nikal padte ho Lekin Islamic Nation mai jab Hindus ko Mara jata hai Ladkio ko utha ker rape or Fir convert kerke Muslim banaya jata hai Same incident happened recently in India as well and Ab tu Afghanistan mai Muslim ladkio ko bhi Terrorist ne utha liya Tab tum or tumhare ye jhoote log kaha chale jaate hai baba,1
My people Im a Hindu You got my message wrong,0
Bhai tere bio me ahinsa parmo dharma likha hai lmao,0
Well sorry for that But let me keep this up so saare toppi wale can read it,0
Bhosdike insaan bano kya rakha hee hindu muslim mee samjh nahi qta,1
till now you havent countered a single point of mine This shows that I am right and you know it,0
jab tujhe kashmiri pandit jaise ghar se nikalenge na fir pata lagega,1
Ram ram bhai logo,0
Hm bole to arrest krlegeor y muslman khuleaam bolte ghumte unko arrest krne ki himmt ni h inki,1
Bc paagal ho gaye hain sab,1
hindustan zindabad,0
you woke up,0
sh exactly,0
