tweet,Content
"How is your FINGURE?

Heard got hurt during shooting.",HOF
"Can you quotes  one instance when you  liberals came out in the open and said that the hindus were right in a communal conflict?
Surely in very conflict, it can not be only one community that you hate ,been
 at fault all through the history!",HOF
Liberals are not anti hindu But your behavior is a anti hindu..,HOF
"Ok, it seems like ""pakistan is not a terrorist.????",HOF
"Ban 4g towers 5g towers
Ban AC
Stop Global warming
Ban smoking
Ban deforestation",NONE
"Ohho 
Then why they opposed formation of RAM MANDIR.",HOF
"You can't seem to get peace without 'fingering' all the time! Is it not too much for your pea brain to poke into every matter? 

By the way did you read the CAA 2.5 page document yet? 

How many mohammadans lost Indian citizenship so far since CAA?",HOF
But you are.......,HOF
"Exactly.
Liberals are anti India",HOF
??? ?? ?? ??? ?????? ?? ????? ?? ???,HOF
Yes but u r.. so u r not liberals nor leftist.. u r a hater.. india nd govt hater.. lgi rho beta ji.. next 40 yrs tmhre yhi niklenge.. movie tmse hone s rhi,HOF
"Oooohooo definitely they are.
Aachran se saaf saaf dikhta h",HOF
Actually they anti Indian who shed tears for terrorists and spread rumours,HOF
"mai, muje sab pataa

mai expert hoo",NONE
"just for the namesake you'll are liberals but in actual..you'll the most fanatic, intolerant, hindu phobic and anti democratic.",HOF
teri ma ki chut,HOF
True liberals cannot be anti Hindu since by nature only Hinduism is a liberal religion. Those opposing Hinduism are pseudo liberals because they side with regressive ideologies like communism and fundamentalist people.,NONE
Liberal are creating eco systems that supports bashing Hinduism in name of secularism. Liberals are trying to cut the roots of Hinduism.,NONE
She is anti- hindu anti-india. She also part of tukdey tukdey gang.,HOF
"Stop promoting tukdey tukdey gang. If you want money we all hindus collect money give to u .promote about kishmir hindus genocide, sikhs genocide done by cong party.bengal genocide by tmc, gujrat train burned by jihadiis mindset more than 50 hindus killed. Promote this.",HOF
"Swara vaskkeer.... can you answer what's the full form of ""CAA""....but plz..... without searching the Google, ha...",HOF
But you people are indeed!,HOF
?????? ???? ?? ??? ??? ?????? ??,HOF
Liberals are not anti Hindu same as Rahul Gandhi is a Hindu ????????,HOF
??? ?????? ??? ???? ?? ?? 44 ??? ?? ???? ?? ?? ?? ??????? ?????,HOF
???????? ?? ??? ????? ?? ??????? ?????? ??????...?? ?? ??? ???? ?? ?? ???,HOF
"Tu ""anti hindu"" hai tujhe pta nhi hai par tu hai",HOF
Are you trying to fool yourself this time?,HOF
Liberals never asked for state  citizenship of Hindus who left Pakistan after partition done by Nehru What a tragedy for Hindus they were Indian citizens but not state citizens Shame on fake liberals,NONE
Aap chuitya aurat hain bc,HOF
"Kis gadhe ne kaha yeh 
You're the one",HOF
Tum khud apne dharm ka qabr khodne wali dogli librandu ho URL,HOF
Every so called fake liberals are anti-hindu n u 4 one of dem,HOF
You are just anti Modi. If Modi did something nice for Mu$|!ms then you won’t like it. Just like you don’t like 3 talaq,HOF
Yes you are.... You didn't tweet against any muslim if any rape happens in mosque like recent case....,HOF
"????? ??? 10,000 ????? ????? ???? ?? ?????? ???? ??????? ?? ??? ???????? ??????? 10 ????? ????? ???? ?? ???? ??? Paytm -: 7004630345 #coronavirus #cancelboardexam #Video",NONE
Hair transplant karana hai..dr ne 1 lac ka kharcha bataya hai..please help..,NONE
Liberals are a confused lot.They have Stockholm syndrome.,NONE
"Dear Madam  Since 9 11 about 40 000 terror attacks have happened globally of which 39 000 have been done by members of ""peaceful community"" On the other hand Kashmir Hindus though ethnically cleansed have not indulged in any violence please give your ""secular"" view on the matter",HOF
Bas kr andhnamazi ??,HOF
"All liberals are anti-hindu, Hindus KO mullo se dar yaa fark Nahi padta, tum Jese librandus as hi fark padta hai,",HOF
You are really bloody baster mother fucker lady who always likes to suck Muslim religion.,HOF
Tu to liberal bhi hain or anti hindu bhi ??,HOF
"Liberals are irresponsible,  clueless mindless, brainless, a$$holes!",HOF
"Jisko aap liberal bata rahi ho including u, unko liberandu kahte hain, jinko har us cheez se problem jisme desh hit ho. Chahe wo caa/nrc/370 article ki baat ho.
Asli problem ye hai desh hit k bare me koi bhi government kaise soch sakti hai , aur librandu ladte v inke liye ?? URL",HOF
"You definately are AntiHindu, but more then that, you are Definately a sworn AntiIndia. Theres no question about that.",HOF
Supriya Shrinate shouldn't have called Sambit Patra 'Naali Ka Keeda'. Even keedas have some ethics.,HOF
Who is she?,NONE
INC's spokesperson,NONE
Rahul's kamwali Bai.,HOF
Seriously,NONE
????,HOF
#Naali Ka keeda,HOF
Yes you are right. At least She has some ethics to be called “ nali ka keeda”,HOF
Tit for tat,HOF
??? ??? ??? ??,HOF
"Well said supryaji,",HOF
Apko achha laga nali ke keede!,HOF
"Hahahaha eipc one

Khichad Ka keeda doesn't have any ethics actually khichad me khulne *** walo me b ethics Nahi h",HOF
Just like u ??????,HOF
reminds me kaankhajura??centipede,HOF
"ACHAMBHIT  KUPATRA
               =
#NaaliKaKeeda",HOF
"#????_??_?????
#NaaliKaKeeda????",HOF
Yeh le be lund face URL,HOF
When sambit can call her Naagin and Saanf why can't she. She just said keeda. She replied him in his own language that's it. And Gobar Patra will label her Uncultured. He is really a Keeta. Not just Naali ka keeda but Gutter ka keeda,HOF
Add this also okay. Then let's see what Gobar patra fans has to say,NONE
U know many things abt keera usi khandan se ho kya aap.,HOF
Nahi ye Sonagachhi area ka hai.,HOF
"That aajtak anchor anjana is crying like ""paapa ko mat gaali diyo kyun kar rahe ho aisa""??",HOF
"Yes. And she has no right to insult ""???? ?? ?????"".",HOF
Like you,HOF
Whet that means in English ?,NONE
Yeah we agree..Rahul Gandhi must be feeling offended,HOF
Even keeda have some ethics but congress doesn't ??,HOF
Next level,HOF
True ????????,HOF
I think snakes also got angry,HOF
True that unlike you and that supriya.,HOF
But that gandi naali is also known as India,HOF
Bhai Keede ethics Kahan se Dekha?,NONE
Correction: She shouldn't have said 'Gandi Nali ka Do Takke ka keeda' those keedas too have ethics &amp; brains,HOF
Monk woh bhi high ??????????,NONE
Yes nali ka kida did learnt from fellow chamchas ????,HOF
I got something for you ??,HOF
I didn't knew you had ethics,NONE
??? ?? ? ? another naali ka bataneen keeda... fake account holder,NONE
Yeah. I see ethics in your profile picture. ??,NONE
Okay fuckface,HOF
Better than you who will know about keedas.,NONE
Yeah I love BJP ??,NONE
?? teri gan?? jali na jalina?????????????? congress funded tweet,HOF
????????,HOF
Actually she ment it for Congress...slip of tongue...,NONE
Fuc?? tu sale surrrrr se vi bura dikhata he andh vakt ????????,HOF
Ok what about your boss pappu.,HOF
"But rahul gandhi don't ethics 
Keeda &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; rahul ji",HOF
Lgta hai companion ho keedo ke. Kya bat,NONE
Yes you learnt that ethics in Sonagachhi where she was teaching.,NONE
Sahi baat nali ka Kira to dikh raha hai wo bhi gaar se paida huya,HOF
"Rahul Gandhi ki tatti khana band kare sabhi Khangressi,, kyunki mooh se bahar aane lagi hai ab",HOF
"#GaliWaliMadam 
Is the first trend on a congress spokesperson by bjp in 7 years.. 


When fake bullies face shame they trend #GaliWaliMadam ?? #Supriya",NONE
"Dude even donkeys have a reputation.. referring them continuously to a man named Rahul Gadha..oops sorry Gandhi, from Delhi is an insult to them as well.",HOF
Keedas have some ethics? ?? koi sense hai is baat ki ??,NONE
Abuse supporter????,NONE
"Change word Monk in your name..Monk doesnt suit you..
'Gatar' still suits you better..
#GaliWaliMadam",HOF
"Keedas have ethics but she even doesn't have it..
Unethical, pseudo feminist 
#GAALIWALIMADAM",NONE
Keede ke ethics?? Jaise ki??,NONE
Tera mai secular keeda hai jo sabsa bara keeda hai..,HOF
Jaa pehle israel ke saath khda hole,NONE
Fake Gandhis have Max ethics.,NONE
ur the same breed bro. heel is enuf. zindagi.mei bhikk mangte rahe aap. biwi khol ke deti.rahi aapke ke ghar mei chicken aye.,HOF
Andh congress chamchas ass burning after the debate ??   congress chamchas ??,HOF
You and your so called sickular party congress can only use abusive words because it is your culture and this anti national Inc spokesperson represent her culture,NONE
Tera culture dikhaun ?,NONE
"?????? ???????? ???? ???? ?? ??? ??? ??? ???? ??? ???, ??? ?? ??? ?? ???? ????? ??? BJP ???????? ????? ?????? ?? ??? ??? ?? ??? ??? 30 ????? ??? !!!!  URL",NONE
Desh mein 30 State haa.. last mein congress ke spokes person ne mna bhi.... Thik se pada likha kar,NONE
Problem is supriya shrinate is lady warna sabko aata hai iska jawab dena. Female ke garb mein males ko kuch bhi bolo. Aise wo kya hai aur kaise wahan pahunchi sabko pata hai. Unki naali sabne dekha hai,NONE
"???????????????? ????????? ?????????????
?????????? ??????????????
?????????? ??????????????
URL",NONE
"I really appreciate u didn't got so cheap like .women like Are bad for our society and children

We respect your attitude .no wrds for ur patience

get well soon pathetic mindset

#GaliWaliMadam URL",NONE
??????,HOF
"???????? ?????? ?? ??? ??? ???? ?? ??? ???? ????? ?? ???? ???? ???????? ??? ??? ???
?? ???????? ?? ????? ?????? ???? ??? ??? ????? ????? ??? ?????
#GaliWaliMadam",HOF
Don't behave like elite Gandhi Nehru parivar who can get away abusing any1.Have some respect for common man. They r not privileged like foolish pappu.They achieved doing hard work.,NONE
"Friends do remember one thing ..for the So called “Gandhi Family” at the end of the day we all are “?? ????? ?? ???? ???? ?? ?????” while they are the “Sahzade” &amp; “Sahzadis” ...
Never Forget &amp; Never Forgive ..
The Dynasts should get it back!! URL",HOF
?? ??? ?? ??? ???? ???? ?? ???????? ?? ???? ????? ?? ???? ?????????? ?? ?????? ?????? ?? ????? ??? ????! ????? ?????? ???? ???? ?????????????? ?? ?????? ?? ??? ?? ????? ???? ???,NONE
??????,HOF
Bht khoob.... History political science pdhi h thodi bht...... Ya phr bhakat ho.. ??????..jinki aankh to hoti h but dikhta kch nhi h,HOF
??? ??? ???? ???,HOF
Yeh kab hua ?,NONE
"???? ??? ????????
?????? ?? 6 ?????? ???? ???????",NONE
"???????
?????? ???? ???? ?? ??? ?? ???
????????? ?? ????? ??
??? ?????? ????",HOF
Chup bhosdi ke,HOF
Itna bhi sarcasm theek nahi professor saab,NONE
???? ?? ??????? ????? ???? URL,NONE
??????,HOF
"#GaliWaliMadam
???? ??? ???? ??? ???????? ?????? ???????? ????? ?? ??? ??????? ?? ???????? ????? ????? ?? ?? ???? ??? ?? ????? ?? ???? ?? ???????? ??? ???? ??, ?? ?? ?? ???? ?? ???? ??? ?? ?? ??? ?? ?? ??? ??",HOF
??????,HOF
"??, ?? ??? ?? ?? ????? ?? ??? ?? ??? ??? ???? ?? ????? ?? ???? ???? ???? ?? ??? ??? ?? ?? ?????
#GaliWaliMadam",HOF
Kamathipura se hai shayad.,HOF
"Bhasa ka istar to apke papa modi ka bhi galat hai
Sonia gandhi ko jersy gaye modi ne hi bola tha",HOF
???????? ??????? ???? ???? ??????? ??? ??? ??? ???? ?? ????? ???? ?? ????? ???? ???? ??? ???? ???? ???? ?? ????? ?????? ??  ???? ??????? ??? ????? ???? ??? ???? ??,HOF
????? ???? ?? ???????? ??..????? ?????? ?? ???? ?? ???? ?????????? ?? ?????? ????? ?? ????? ???,HOF
"In congressiyo Ki itni hi aukat hai, bar dancer se kaun sa sankar seekhte hoge.",HOF
Ha maderchod Sonia Gandhi ji gayi thi na tera chacha ke baraat me nachne #teri ma ko bol aisa bar dancer,HOF
"????? ????? ?? ??? ???? ?? ??? ?? ???? ???? ?????? ?? ???? ?? ????? ?? ??? ?????? ?? ??
#GaliWaliMadam",NONE
*????,NONE
??????,HOF
"????? ???? ?? ??? ????? ?? ???? ???? ?? ????? ?? ??? ??? ?? ??? ???? ?????? ?? ????? ?? ??? ???? ?? ????????? ???, ?? ??????? ??? ?? ??? ?? ???? ???? ???? ??? - ??? ?????? ??? ??????? ???? ????",HOF
Inke maa baap ka to kya kahein....  History ki books bhi sharmaaa jayein..,HOF
"After listening to her I thought she may be aware who is her mother, but I doubt she may not be aware of her biological father.",HOF
"????? ????? ?? ???? ???? ???? ???? 
??",HOF
"??????? ?????? ?? ?????? ????? ?? ????? ??? ??????? ?? ?? ?????? ????? ???? ?? ??? ?? ????? ?? ????? ???? ????? ??? ???? ?????? ??????? ?????? ?? ?????? ??? ?? ?? ??? ??? ?? ""???? ?? ???? ?? ??? ?????"" ?? ??? ??? ?? ??? ??? ?? ???? ?? ?? ???? ?? ???!
??? ?? ?????????? ?? ?????",NONE
?? ??????? ??????? ????? ?? ??? ??????,NONE
?? ???? ?? ??????? ???? ?? ?? ????? ??????? ???? ???? ???????????? ?? ?? ???? ??? ?? ??? ??? ??? ?? ???????? ???? ?????? ?????? ?? ???? ????,HOF
??????,HOF
"???? ?? ??????? ???? ??? ?? ?? ?? ????? ?? ?? ??? ?????? ????? ?? ????? ???? ??? ??? ?? ???? ???? ?????????? ?? ?????? ?????? ?? ???? ?????? ?? ???? ???
????",NONE
Wo sab theek hai magar ye golf wale red flag kyu lgaya ????????,NONE
???? ?? ???? ?????? ?? ?? ??? ?? ????? ???? ?? ??????? ???? ????,NONE
??????,NONE
"Posting this for the wise people whom sambit is trying to confuse by showing one side of the coin.
Not for the 2 rupees/tweet troll gang. URL",NONE
Kuch bhi ??,NONE
Bhai keval naam likh dete apna...baki hum samajh jate. Itni mehnat kyon ki?,HOF
??? ??? ??? ?????? ???? ?? ???? ?????? ?? ??? ??? ?? ???? ????? ???? ???? ???? ????? ?? ?????,HOF
"???? ???????? ?? ???? ?? ??
???????? ?????????? ????? ? ???? ?? ??",HOF
Jis deshmoderchod logonko congi paal ke rakha hai 70 saal se use gandagi ki saag karneke liye sahansheel rehna padta hai aut moka dek ke laat maarna padta,HOF
?? ????? ???? ????? ???? ???? ????? ???????? ?? ????? ??????? ???? ??? ? ???? ???? ?????? ?? ?? ?? ???? ???? ????? ?? ??????? ?? ?? ???? ????? ?? ??? ?? ????? ?? ??? ??????? ????? ?????? ?? ??? ???? ?? ?? jevu khavanu tevo odkaar,HOF
Tune kya khaya ya kiska/ki chata tha Jo kisi reporter ko chudel bol raha tha,HOF
ji ???? ???? ?? ????? ?? ????? ???? ???? ????? ???? ?? ?? ???? ????? ???????? ????? ???? ????? ????? ?? ????? ?? ???? ?? ???? ??? ??? ?????? ????? ???? ??? ?? ???? ???? ???? ???? ???? ???? ?? ?? ?? ?????,NONE
??? ???? ???? ????? ?? ?? ????? ???? ???? ???? ?? ???? ?? ???? ?? ?? ?????? ????? ???? ??,HOF
?????? ?????? ??? ??? ???? ?? ???? ?? ???? ????????? ???? ??? ????? ???? ???,HOF
????????,HOF
"???? ??? ??? ?? ???????? ????????????? ??????? ?? ????? ????? ???? ?? ???? ???? ?? ???? ???? ?????? ??? 
#GaliWaliMadam",NONE
??? ???? ?? ?????? ????? ?? ???? ???? ???? ?? ?? ????,NONE
"Many times it's observed that she looses her patience and start abuses .We are ashamed to view these debates .Why INC sends  her?It's,not  with Mr Patra even other day with Bhatia too it was observed INC will get adverse publicity by her language USER",NONE
Bad mouthed lady. That's I don't see,NONE
#Naalikakeeda,HOF
#DoKodiKaNaliKaKidaSambitPatra Well Said Ji ??????,HOF
Daramebaaz aurat he gandgi to inke dimaak me he sayad pagal ho gaye he ???? Jai hindustan,HOF
??? ??? ????? ????? ?? ??? ?? ?? TV ????? ??? “??**” ???? ?????? ?? ?????? ???? ?????  ..?? ?? “???” “???”  ?? ??????? ??? ????? ?? ???? ?? ..???? ???? ??????? ??..,NONE
"???? ???? ?????? ????? ????? ??? ???? ???? ??????? ?????? ????????? ?? ????? ???? ???? ????
????? ?? ??? ????? ????? ?? ?? ??????????? ?? ??? ?? ?????

???? ?? ?????? ???",NONE
Ye ?????????? ??? ?? ?? ???? ????? ?????? ?? 2g ghotala jo kabhi sabit nahi hua ?,HOF
"#GaliWaliMadam
???? ??? ???? ??? USER",NONE
itley ke sanskar se pali badhi ho tum,NONE
??????? ?? ??? ?? ??? ??,NONE
??? ??? ?? ???? ??,NONE
"?????? ?? ?? ?? ???????? ?? ??? ???? ???

???? ??? ?? ???? ?? ?????? ??????????",HOF
pahle apni laykat dekho baad me kisi ko bolna,NONE
Tu hi hai,NONE
??? ?? ???? ?? ????,NONE
BJP should ban her..,NONE
Behoodagi ki had. Is par FIR karo.,NONE
?????? ????? ?? ??? ?? ?? ???????? ?????? ??? ??? ????? ?? ??? ?? ?? ?? ?? ????? ?? ???? ???? ???? ????? ?? ?? ???? ???? ?? ?? ???? ??? ??? ?? ????????? ???? ?? ?? ??? ??? ????? ??? ?? ?? ???? ????? ?? ??,NONE
Party bacha kar kya karna ye to begani sadi main abdulla diwana mein hi khus hai ??,NONE
"Dukhi mat ho sambit  bhai Ham Aapke Sath Hain 
per aap Kisi Ko Gali mat dena Kyunki BJP Wale sada Mahilao  ka Samman Karte Hain",NONE
?? ?? ????? ?? ??? ???? ???? ?? ?? ??? ??????? ?? ???? ???? ???,NONE
??? ????? ??? ???? ???? ???? ?? ?? ??? ????????? ??????? ?? ??? ?? ???? ???? ???,NONE
"??? ??? ??
??? ???????? ?? ?? ?? ?????? ?? ???? ?????",NONE
????? ?????? ???????,NONE
???? ??? ?? ??,HOF
ji...aapki sahanshilta ko pranaam??,NONE
Paagal lady hai.,HOF
Sir aap isske sath debut hi kyu krte ho?,NONE
"??????? ???? ?? ?? ??????? ?? ?? ??????? ??????? ???? TV ?? ??, ?? ???? ???? ??????? ?? ?? ??? ???",NONE
30 ??????,NONE
U feku,HOF
"Sanskar se kaam nhi hoga, Bina MATLAB ka mudda banane se Kam kijiye, bakwas nhi",NONE
Wo bhi dete hi honge jb add k tym me....kyu ki DNA me yehi h na ??,HOF
Wah ji wah maja aaya ??,HOF
"?? ?? ????? ??? ?? ?? ????? ???? ?? ?? ???????????? ?? ??? ?? ???? ??????? ?? ??? ??? ???? ???? ??? ???? ?? ?????? ???? ??,????? ???? ?? ???? Frustration ??? ?? ????? ???? ???? ?? ?????? ?? ???????? ?? ????? ???? ????? ?? ???? ????? ???? ??????? ?? ???? ???? ?? ???????? ?? ???",NONE
"??? ??? ???? ?? ??? 
 ?? ???? ?? ?? ??????? ??????",NONE
Shame shame,NONE
"Bar ke sanskar hai inke...

..yeh toolkit failure ka frustration hai...",NONE
????????????????????,HOF
??????????,HOF
"#GaliWaliMadam
USER",HOF
Congressi ku*****aaaaaa,HOF
"Maja Aa Gaya Muje to

30 State Wale Ko Esi Hi Galiya Milani Chahiye
????????",NONE
"""???? ?? ?????""",HOF
Waise ye nayi gaali kaun si hai.. maine pahli baar suna..,NONE
?????? ????? ????? ?? ??? ????? ??,HOF
"??????? ??? ??? ??????? ??? ?? ??? ???? ?? ?? ???????????? ????
???? ????? ????? ???",NONE
???? ??? ??? ??.. ???? ??? ?? ???? ???,NONE
?? ?? ?????? ??? ??? ????? ?? ?? ???? ????? ???? ??? ?? ???? ???????? ?,NONE
???? ?? ?? ?? ??? ??? ????? ????? ?? ??? ??? ?????? ???? ??? ???? ?? ??? ?????? ?????? ??? ?? ?? ??? ?????? ???? ??? ????,NONE
???????? ?????????,NONE
Lagta h rahul se pyar ho gya tumhe ??????,NONE
"You are right brother, he has been affected from pappu.",NONE
"Thoda idhar bhi dhyaan do sambhit bhai 

URL",NONE
They fear if we unite and kick everyone's ass. We will.,HOF
??? ??? 6 ??? ?? 8 ??? ?? ??? ?? ????? ???? (????? / ?????) ?????????? ????? TV ?? ??????? ????? ?? ???? ???? ?? ? ???? ?? ?,HOF
???? ?? ???????????,HOF
"???? ?? #????? ??
 #????_????? ?? ??? ??.. 
???? ??? ??  ????? ?? ????... 

?? ?? ???? ????? ??? ???? 
???? #????? ?? #???? ???? 
??? ?? #?????? ?? ????? ???.. 

?? ???? ????? ??? ????? ?? ?????",HOF
?? ????? ????,HOF
??? ?? ??? ???? ????????????,NONE
"Haan gal chod ???? ???? ?? ????? , ?? ??? ??? ??? ,",HOF
"VERY GOOD WORDS.
SWEET SANJANA",HOF
??? ???? ???? ??? ?? ???? ?????,NONE
"??? ????????? ???? ??? ???? ??????
???? ???? ?? ???????????
?????? ?????? ?? ?? ???? ? ??? ???? ?? ??? ???? ????????? ?? ?????????",HOF
Tum kis nali ke kide ho,HOF
Ek mahila gali de rahi hai Congress ki mahila chhod (fuck)word ka use kar rahi hai firbhi Patra besarm. Lagta hai aap aitraaz movie wali Priyanka Chopra hai..,NONE
Tu nali ke sada hua kida h jo sambit ji ko bol rhi ho,HOF
Tu kaha ki kida hai hahahahahha,HOF
Tu hi hai,NONE
"?? ???? ?? ???? ???? ?? ?????
?? ddt ?????? ?? ?? ???? ?? ?
?? ???? ?? ???? ?? ????? 
?? ?? ???? ?? ????? ???? ?? ???? ?? ?
#AmitabhBachchan",HOF
"You are just showing your upbringing like Supriya Srinet. The problem is not yours, it is your parents that did not raise you right",HOF
Konsi nali ka ??????????,HOF
"Achcha ha us woman ne too bas yhi kha warna or koi hoti too  mar leti eski , Galat ha kisi bi woman ko nagin bolna",HOF
????? ??? ?????????? ?? ???? ????? ?? ??????? ?? ?????? ???? ??????? ???? ???,HOF
hindi vocabulary mein #galchod ko add karo ??,HOF
???? ???????? ?? ????? ?? ??? ?? ???? ??,NONE
?? ??? ?? ??????? ?? ???? ??? ??? ?? ???? ??,NONE
????? ?? ???? ??? ?? ??? ????? ????? ???,NONE
"????? ???, ?? ?? ?? ???? ???! ???? ??? ?????? ?? ???????? ??????? ?????, ???? ???? ?? ???? ???? ????? ?????? ??? ??? ???? ???????",NONE
?? ?? ???? ??? ?? ?? ???? ?? ??????? ?? ??? ?? ?? ???? ??????? ???? (???????? ?? ?????),NONE
"??
?? ?? ?? ??? ??? ? ??? ?? ????? ?? ""???"" ???? ???? ??? ??? ????? ????? ????? ?? ???? ???? ??? ??? ? ???.",NONE
???? ???? ?? ????? ???? ????? ??? ?? ?? ?? ??..... ??? ???? ???,HOF
"??? ?? ??? ??????? ?? ???? ???? ???? ???? ?? ?????

????? ?????? ?? ?? ??? ???? ?? ????? ?????? ??? ????? !

(??????? ??? ???? ??)",NONE
"???? ???? ? ???,
???? ???? ??? ?? ???????
???? ??? ?? ?? ??, 
????????, ??? ?? ???????
,
?? ????? ????? ??,
???? ???, ???? ??? ???????????????",NONE
"?? ???????? ?? ????? ??? ??,, ????? ?? ?????? ??? ?? ?? ??? ??? ???",NONE
???????? supriya sreenet,NONE
??????????,HOF
Uttarakhand se aatee he,NONE
???????? ?????? ?? ????? ?? ?? ????? ???? ???? ????? ?? ???? ???? ???????? ???????? ?? ?? ?????? ???? ????? ?? ????? ??? ?? ?????? ?? ???? ??| ??? ??? ?????? ?? ??? ???? ?? ??? ????? ????? ????? ???? ?? ???? ????||,NONE
??? ??? ?? ???? ?????????,NONE
Puri congres nanga nach suru kar deti,NONE
????????  ??? ?? ???? ???? ?? ???? ??! ????? ???????? ????! ??,NONE
#naalikakeeda,HOF
Owl aandhi ko naali ka kida mat bolo please ????????,HOF
????? ??? ???? ??,HOF
Sambit i am sorry how did u miss this. She has used far worse words including Gandi Naali Ka Kida for U. I don't think u should debate with someone who does not even have basic manners. Please listen to this audio posted. She uses this phrase for u which was extremely hurtful. URL,NONE
"Watch to believe

URL",NONE
INC to siyasat ka jad hai....,NONE
"???????????? ?? ?????? ?? ??? ??, ???? ??? ???? ??? ???",NONE
???? ??? ??? ?? ?? ??? ?? ??? ????? ??? ??????,NONE
O bhai yeh aayega har jagah aayega kyunki channel par aane ke paise milatein hain isko. Omg you are hurt for him STRANGE????? Log marr rahein hain uss par hurt nahi hue,NONE
Ye bolkr gandi nali ka keda bhi apne aap ko sambit ke samne chota mahsus kr rha h...,HOF
"Jo jaisa hai use vaisa hi kaha jayega keede ko keeda hi to kahenge 
Use Koyal to nahi kah sakte",HOF
Ye to Pagal Aurat h. Iska debate Gali k sadkachap red light area wale logo ki trah hoti h. This is the standard of Congress. Shame,HOF
"Sambit patra uff gobar patra you deserve this language . Learn  how to speak on national channel . if you insult a lady ,You have to face also.",HOF
Bilkul sahi javab dia bjp to hai gandi nali ka kida,HOF
???? ???????? ???????? ???? ??????? ?? ??? ???? ???? ?? ????? ??,NONE
"Says the follower of ""toolkit"" gang, photo morphers, fake news factory workers &amp; msut ka saudagar. It took you two days to prepare the ""edited version of original""?",NONE
"Abe chutiye nitin, liar sambit deserves that. He's a tool(kit) ??????",HOF
"Haha...sun raha tha kal ...Naali ka keeda...
ab Madar$#&amp;%...behan$#&amp;% hi bacha hai 
USER
 channel par aur 
USER
 ki behargi...she is such a loose anchor! 
USER
 Shame on 
USER
 ...mockery of TV anchoring...such helplessness and uselessness?",HOF
"???? ??????? ???? ??? ???? ??? ???
???? ???? ??? ???? ?????? ?? ????? ???? ???? ???
 ????? ?????? ???? ???????????????
#GaliWaliMadam",NONE
"?? ??? ???? ?? ???? ?? ???? ????? ?? ???? ?? , ??? ??? ???????? ?? ??",NONE
"

Kindly opt for parental lock on Aaj Tak ????",NONE
?? ?? ??? ??? ?? ???? ??? ????? ?? ??? ?? ?????? ?? ??,NONE
Ye kab hua kaise hua....??????,NONE
?? ????? ??? ??? ??? ????? ???? ???????? ?? ????? ????? ????? ?? ???? ????? ?? ???? ??? ?????? ??????? ??,NONE
??? ????? ?? ???? ????? ?,HOF
?????? ?? ???? ?? ??? ??????? ?? ?????? ???? ??? ????  ???? ???? ???? ?? ?? ???????? ?? ????? ???? ?? ???? ??? ??? ?? ????? ?????? ?????,NONE
Sharm kro shrm USER,NONE
"hahahaha ...There is nothing wrong in her IQ , think about RaGa",NONE
"?? ?? ??? ????? ???? ?? ???, ?? ?? ?????? ??",NONE
??????????? ?? ??,HOF
??????? ????,HOF
Hahaha.....isi layak hain aap log ??,HOF
"???? ?? ??? ???? ???? ???? ?? ???? ?? ???? ??
#?????? ?? ??? ???????? ?? ?? ???? ??",HOF
"?? ?? ??,,, ?? ???,,,??",HOF
"???? ??????? ???? ???? ??????  ?? ?? ??? ???? ? ?? ??.?? ?? ?? ???? ???? ?? ???  ,?????? ??? ???? ????",HOF
Baklol congress ke chamche...,HOF
Khangressi sanskar dance se gal....od tak????,HOF
"is B team of , they are all working hard so that BJP gets more than 400 seats in 2024.",NONE
?? ????? ???? ?? ?????,HOF
??????? ?? ?? ??? ???? ?? ????? ?? ????? ?? ???? ???? ???? ???? ??? ????? ???? ????????? ??????? ???? ?? ????? ????? ???? ?? ????!,NONE
Italian culture in sonya congress??,NONE
Patra taking of sanskar is like........Khair choddo.,HOF
?? ???? ??? ????? ?? ???????? ????? ????? ?? ??? ?? ?? ?? ???,NONE
?? ?? ?? ??? ????,HOF
"#????_??_?????

#NaaliKaKeeda",HOF
"?????? ?? ?????? ???????
?? ?? ?????? ?? ????? ???? ??
???? ??? ?????",HOF
#SambitNaliKaKidaHai ?,HOF
"sir I am big fan of u
?? ??? ?? ???? ????? ??? ?? ?? ???? ?? ?? ??????? ??? ???? ???? ???? ????? ??? ?? ??? ?? ??? ?????? ?? ??? ?? ??? ???? ?? ??? ?? ?? ???? ???? ???????? ?? ?? ????? ????? ?? ?????? ???? ????? ?? ??? ?? ???? ??? ??? ?? ????",NONE
?? ??? ?? ??? ??? ?? ??? ???? ?? ?? ??????? ?? ?? ???? ??????? ???? ????? ?? ????,HOF
"?? ?? ??? ?????? ???? ??? ????,  ???? ???? ?? ??? ??,",NONE
Rock Star ?? AUTHOR,NONE
Savage reply dete hi bhasm kar dete ho sambit ji aap ??,NONE
Isska naki har samay gubare ke tarah fula kyu rahta hai????,NONE
??????? ?? ??? ?? ??? ?? ??? ???  ?? ???? ???? ???? ?? ????? ?? ???? ? ???? ?? ????? ??  ??????? ??  !???? ??  ?????  !,NONE
"Congress toolkit mein ek point yaha bhi tha ""Galiyan bakna"". So supriya srineth (sadakchap boli bolnewali) follow kar rahi hai",NONE
Mazza aaya??,HOF
???? ?? ??? ??????,NONE
???? ??? ??? ?? ???? ?,HOF
